title,link,number_of_citation,article_type,publisher,keyword,abstract,publish_date,publication_title,authors,affiliations,countries
SEER—An Intelligent Double Tier Fuzzy Framework for the Selection of Cluster Heads Based on Spiritual Energies of Sensor Nodes,https://link.springer.com/chapter/10.1007/978-981-10-8681-6_46,none,conference,Springer,none,"The selection of cluster heads in a wireless sensor network (WSN) is a very challenging area of research. Many algorithms have been proposed for the selection of cluster heads to prolong network lifetime, but maintaining an energy efficient network remains a problem. To overcome this, we propose a new algorithm for cluster head selection based on the Spiritual Energy of the whole WSN, which is known as the SEER (simple energy-efficient reliable) protocol. In addition, the implementation of the double tier fuzzy algorithms on the SEER protocol makes the network more energy efficient. The proposed algorithm has been simulated with MATLAB and compared with the other energy efficient algorithms such as CLERK and LEACH. The results proved to be very promising in terms of the reduction of energy consumption.

",18 September 2018,International Conference on Computer Networks and Communication Technologies,"Maddali M. V. M. Kumar,Aparna Chaparala","(Acharya Nagarjuna University,Guntur,Andhra Pradesh,India),(Department of CSE,RVR & JC College of Engineering,Guntur,Andhra Pradesh,India)","India,India"
Energy Efficient Adaptive Mobile Wireless Sensor Network in Smart Monitoring Applications,https://link.springer.com/chapter/10.1007/978-3-031-23233-6_17,none,conference,Springer,none,"The Mobile Wireless Sensor Networks (MWSNs) owe its name due to mobile sinks or mobile sensor nodes as one category of heterogeneous networks with induced mobility of nodes making it autonomous and more suitable for smart monitoring applications. The possible application in their implementation context in home and disaster management involves the integration of mobile WSN in ubiquitous computing. With the enormous growth of smart devices, the data sharing among entities lead to hotspot problem nearby sink, that requires a powerful computing, communicating and storage capable mobile devices, can benefit network in terms of scalability, efficiency and data delivery speed. In this paper, we proposed an adaptive heterogeneous multi-tiered architecture based mobile sensor network and analyzed its performance and routing efficiency with respect to the static wireless sensor network. The performance metrics used help in validating our proposed method suitable for smart data collecting and dissemination for monitoring applications. Again, the low power wireless personal area network (6LoWPAN) plays a vital role in interconnecting these IoT devices and implementing mobility of nodes with appropriate data rate for robust communication and achieving desired Quality of Service.",01 January 2023,Innovations in Intelligent Computing and Communication,"Seli Mohapatra,Prafulla Kumar Behera,Seli Mohapatra","(Utkal University,Vani Bihar,Bhubaneswar,Odisha,India),(C. V. Raman Global University,Mahura, Bhubaneswar,Odisha,India)","India,India"
Differential Data Processing for Energy Efficiency of Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-13-9341-9_25,none,conference,Springer,none,"Wireless sensor networks use many types of wireless sensors to configure network. However batteries in wireless sensor nodes are energy limited and consume considerable energy for data transmission. Therefore, data merging is used as a means to increase energy efficiency in data transmission. In this paper, we propose Differential Data Processing (DDP), which reduces the size of data transmitted from the sensor node to increase the energy efficiency of the wireless sensor network. Experimental results show that processing the differential temperature data reduces the average data size of the sensor node by 30%.",04 December 2019,Advances in Computer Science and Ubiquitous Computing,"Kwang Kyu Lim,Byeong Rae Lee,Jin Gon Shon,JiSu Park","(Department of Computer Science,Graduate School,Korea National Open University,Seoul,South Korea),(Division of General Studies,Kyonggi University,Suwon,South Korea)",
Lessons from a Sensor Network Expedition,https://link.springer.com/chapter/10.1007/978-3-540-24606-0_21,172,conference,Springer,none,"Habitat monitoring is an important driving application for wireless sensor networks (WSNs). Although researchers anticipate some challenges arising in the real-world deployments of sensor networks, a number of problems can be discovered only through experience. This paper evaluates a sensor network system described in an earlier work and presents a set of experiences from a four month long deployment on a remote island off the coast of Maine. We present an in-depth analysis of the environmental and node health data. The close integration of WSNs with their environment provides biological data at densities previous impossible; however, we show that the sensor data is also useful for predicting system operation and network failures. Based on over one million data and health readings, we analyze the node and network design and develop network reliability profiles and failure models.",2004,Wireless Sensor Networks,"Robert Szewczyk,Joseph Polastre,David Culler,Alan Mainwaring,David Culler","(University of California,Berkeley,Berkeley,CA,94720,USA),(Intel Research Laboratory at Berkeley,Berkeley,CA,94704,USA)",
Simulation Platforms for Wireless Sensor Networks: How to Select?,https://link.springer.com/chapter/10.1007/978-981-13-7166-0_54,2,conference,Springer,none,"With the fast-track growth of IoT (Internet of Things), wireless sensor networks (WSN) has also gained attention. For effective communication among sensor nodes, protocols are being developed rapidly. Simulation is necessary for any network before deployment to check the functionality and detect the potential errors. Earlier recognition of issues can save both resources and time of network designers. Few simulation environments were already available before the development of WSN technology. Later on, a few other simulation environments were developed specifically for WSN. Simulation environments based on programming language C/C++ and MATLAB are reviewed in this paper. This paper also discusses the extensions of simulation environments. The main focus of this paper is to help novice researchers in choosing an appropriate simulation tool that fits their research criterion.",26 June 2019,Information and Communication Technology for Sustainable Development,"Aarti Kochhar,Pardeep Kaur, Preeti","(Lovely Professional University,Phagwara,India),(University Institute of Engineering and Technology,Panjab University,Chandigarh,India)","India,India"
Enhancing Network Lifespan Longevity Through Optimal Routing in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-97-4496-1_27,none,conference,Springer,none,"In the role of addressing the critical challenge as energy imbalance in Sensory Networks, this research study manages the reduction in overall network lifetime caused by uneven energy consumption of nodal points. The existing energy aware approaches that struggle with nodal point replacement difficulties and overlook key network parameters, the proposed system Bat Algorithm integrated with Particle Swarm Optimization (BA-PSO) gives a solution and introduces a density-aware optimal clustering method. This approach ensures reliable data-packet transmission by integrating power balancing and Optimized data-packet Routing for Secured Data Transmission through cluster based network structure. The method linearly enhances the overall lifetime of deployed Sensory Networks by employing a balanced energy conservation technique. Unlike traditional Ant Colony Optimization, the proposed system selects the optimal cluster head to extend the network's lifespan. The work introduces various strategies for optimal edge disjoint routing, utilizing Bat Algorithm integrated with Particle Swarm Optimization to select the best routes. In the Quality of Service parameters, including data reliability, network-processing capacity, network bandwidth, and Power Conservation are considered for optimal selection of routing in Sensor network. By grouping sensor data based on similarity values and grouping them, the proposed system achieves optimal data transmission while efficiently managing power consumption.",01 October 2024,Proceedings of World Conference on Artificial Intelligence: Advances and Applications,"S. Saju,K. Swaminathan,Vijay Ravindran,Ram Prakash Ponraj,P. Delphine Mary,A. Sureshkumar","(Biomedical Engineering,Indra Ganesan College of Engineering,Trichy,India),(Department of ECE,University College of Engineering,Pattukkottai,India),(Department of EEE,Saranathan College of Engineering,Trichy,India),(Department of ECE,M.I.E.T Engineering College,Trichy,India)","India,India,India,India"
A New Fuzzy Clustering Algorithm to Enhance Lifetime of Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-319-60834-1_8,7,conference,Springer,none,"
Due to limitations of resource in wireless sensor networks (WSNs) enhancing the network lifetime has been of great concern. An efficient routing algorithm is known as clustering algorithm based routing protocol. In which getting optimal cluster heads (CHs) and a number of them has been defiance. In this paper, a new fuzzy clustering algorithm is proposed to maximize the lifetime of WSNs. Network field in this approach, contains two types of sensors: free sensors that communicate directly with sink, and clustered sensors that send the sensed data to the sink through CHs which are preselected. This approach uses fuzzy logic to select free sensor nodes and CHs with four fuzzy parameters. These parameters are energy level of sink and sensor proximity to the sink in terms of free sensors selection, and energy level of sensor node and centrality of sensors in terms of CHs selection. The main goal of our algorithm is to extend the lifetime of WSNs by minimizing distributing the workload on CHs. The simulation results show that our proposed is more efficient than SET protocol.",18 August 2017,Proceedings of the Third International Afro-European Conference for Industrial Advancement — AECIA 2016,"Hassan El Alami,Abdellah Najid","(STRS Laboratory,National Institute of Posts and Telecommunications – INPT,Rabat,Morocco)",Morocco
Discover the Optimal IoT Packets Routing Path of Software-Defined Network via Artificial Bee Colony Algorithm,https://link.springer.com/chapter/10.1007/978-3-030-52988-8_13,3,conference,Springer,none,"The wireless sensor network is the core of the Internet of Things. However, wireless sensors have some limitations and challenges, such as limited power and computing power, data storage, and network bandwidth, especially power requirements. How to find a way to program more flexible and faster according to the state of each sensing node in the network becomes an important issue. The software-defined network separates the control functions from the hardware devices, such as switches or routers, so that these hardware devices only have the data forwarding function, and the control software dynamically controls the flow of the network and data packets according to the network state and application requirements. In order to provide flexibility and adaptability, software-defined networks require a dynamic approach to solving and optimizing routing planning problems. This study will use the artificial bee colony algorithm to monitor the state of the sensor nodes in the software-defined network through the controller and take the best decision dynamically. Artificial bee colony algorithms are used to optimize wireless sensor networks and improve sensor node energy usage and data packets routing issues. The contribution of this research is to dynamically find the optimal routing path for the sensing nodes through the artificial bee colony algorithm, and improve the overall practicability and reliability of the wireless sensor network.",31 July 2020,Wireless Internet,"Chih-Kun Ke,Wang-Hsin Hsu,Chia-Yu Chen,Mei-Yu Wu","(Department of Information Management,National Taichung University of Science and Technology,Taichung City,40401,Taiwan R.O.C.),(Department of Business Management,National Taichung University of Science and Technology,Taichung City,40401,Taiwan R.O.C.)",
DEEC Protocol with ACO-Based Cluster Head Selection in Wireless Sensor Network,https://link.springer.com/chapter/10.1007/978-981-19-7982-8_5,none,conference,Springer,none,"In wireless sensor networks (WSNs), the protocols for routing have a great effect in performance of network as network’s lifetime, good energy organization, etc. These protocols are developed based on the different schemes like clustering, chaining and cost based. The WSN contains a large number of nodes which are sometimes difficult to manage. So, the best way is to make a cluster by combining various nodes, and this technique is known as clustering. By doing so, the energy exhaustion by nodes can be restricted. A node is nominated as cluster head (CH) to handle the communication amongst nodes and managing of nodes in the cluster. An ACO-based probability rule is used for choosing the CH amid the cluster nodes. The data are sent from cluster nodes to the CH; then, it further sends the relevant details to the base station (BS). ACO-DEEC: ant colony optimization-based distributed energy efficient clustering protocol is used for probability rule calculation for CH selection depending on the metrics, i.e. efficiency of the nodes and distance amongst nodes. The algorithm proposed enhances the parameters like energy consumption by cluster nodes, finding dead nodes in cluster and quantity of packets sent to the BS as compared with existing DEEC protocol.",15 February 2023,Mobile Radio Communications and 5G Networks,"Renu Jangra,Ankita Chhikara,Jyoti Saini,Ramesh Kait","(Department of Computer Science and Applications,Kurukshetra University,Kurukshetra,India)",India
A Cluster Heads Selection Algorithm of Wireless Sensor Network Based on Cluster Notes Number,https://link.springer.com/chapter/10.1007/978-981-16-6554-7_139,none,conference,Springer,none,"Nodes of wireless sensor networks need simple and effective cluster heads selection algorithms to balance the energy dissipation because of the limited processing capacity and energy. This article proposed a cluster heads selection algorithm based on cluster notes number---- CNN-LEACH, which is improved on classic algorithm LEACH. In order to balance the energy dissipation, if a node has been a cluster head already, it temporarily can not be a cluster head again several rounds afterward. The rounds are decided by cluster nodes number. The algorithm is straightforward, even without considering the residual energy and position information. But it significantly reduces the network energy consumption by using the threshold between 0 and 1 to control the effect of energy dissipation on the final round that one node should not be a cluster head. At the same time, it avoids the significant fluctuation in the number of cluster heads. Simulations and analysis results show that the algorithm can extend the lifetime of the network.",12 November 2021,Proceedings of the 11th International Conference on Computer Engineering and Networks,"Jing Liu,Shoubao Su","(School of Computer Engineering,Jinling Institute of Technology,Nanjing,211169,China)",China
Ant Colony Optimization Algorithms for Routing in Wireless Sensor Networks: A Review,https://link.springer.com/chapter/10.1007/978-981-16-9781-4_6,2,conference,Springer,none,"Wireless Sensor Networks (WSNs) are widely used in applications to extract data from the physical environment and transmit it over different locations using small sensor nodes. The routing protocol of the network plays a major role when transmitting data packets over routing paths. In order to achieve trustworthy wireless communication, it is important to have a reliable, efficient and optimized routing protocol. Ant Colony Optimization Algorithm (ACOA) has been applied by recent researchers to improve and evolve routing algorithms for WSNs, considering ACOA factors like shortest distance, time and number of neighbour nodes. Main goal of this study is to review recently improved Ant Colony Optimization routing algorithms to enhance characteristics in WSNs such as energy-efficiency, Quality of Service (QoS), security and network lifetime.",11 March 2022,Recent Advances in Electrical and Electronic Engineering and Computer Science,"R. G. C. Upeksha,W. P. J. Pemarathne","(Department of Computer Science,Faculty of Computing,General Sir John Kotelawala Defence University,Rathmalana,Sri Lanka)",Sri Lanka
An Augmented Algorithm for Energy Efficient Clustering,https://link.springer.com/chapter/10.1007/978-3-030-16660-1_60,1,conference,Springer,none,"In recent years, Heterogeneous Wireless Sensor Networks are widely used to perform a variety of real-time applications. Since sensor nodes are battery powered, developing an energy efficient algorithm to increase the network life time is challenging. This paper proposes a cluster based mechanism, namely, Augmented EDEEC, to improve the network life time. This algorithm is obtained by modifying the distance metric and level of heterogeneity in the existing Protocol. This new protocol exhibits 1.25 times more network lifetime than the existing Distributed Energy Efficient Clustering algorithms. The results are benchmarked with the energy efficient clustering protocols like DEEC, DDEEC and EDEEC.",14 April 2019,Intelligent Systems Design and Applications,"Ushus Elizebeth Zachariah,Lakshmanan Kuppusamy","(School of Computer Science and Engineering,Vellore Institute of Technology,Vellore,632014,Tamil Nadu,India)",India
Quad Clustering Analysis and Energy Efficiency Evaluation in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-99-5080-5_17,none,conference,Springer,none,"In wireless sensor network (WSN), energy usage of each node is a main concern to enhance the network performance. A sensor node in wireless sensor networks (WSN) may directly or indirectly communicate to the base station (BS) through single or multi-hop. In that case, the whole network can elect the cluster head to collect the sense data from the remaining nodes of a network. Aggregation is performed at the end of the head node and combined data send to BS. The whole network can also be divided into tiny sensor networks which groups are known as clusters. When clusters are formed then also apply the cluster head (CH) selection mechanism to elect the CH. Now the whole network is divided as per the role of nodes some are CHs and cluster members (CMs). To enhance the energy efficiency, clustering approach can give direction to the sensor network which applies to various applications. So cluster analysis and energy efficiency both are co-related to improve the network lifetime. This research work is helpful to analyze the cluster formation and usage of energy efficiently. This approach is quad clustering which is used to form a single cluster into four clusters. Later the cluster head selection process takes place to make transmission easy with less usage of energy. This work shows the performance evaluation of clusters and the energy consumption of the network. The comparative phase between single and quad clusters considered the following parameters such as distance, number of nodes distribution, and energy usage.",20 September 2023,Cybersecurity and Evolutionary Data Engineering,"Bhawnesh Kumar,Sanjiv Kumar,Harendra Singh Negi,Ashwani Kumar","(Graphic Era Deemed to be University,Dehradun,India),(Shri Ram Group of Colleges,Muzaffarnagar,India)","India,India"
An Energy-Efficient Routing Algorithm in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-642-27142-7_21,2,conference,Springer,none,"Network architectures and protocols are important aspects in the design of wireless sensor networks(WSNs). Due to the severe energy constraint of sensor nodes, network architectural design has a big impact on the energy consumption and thus the operational lifetime of the whole network. To prolong the lifetime of WSNs, energy efficiency should be considered. We propose an energy efficient routing algorithm that establishes routing table using broadcasting which is cyclically transmitting and conduct performance analysis with simulation method.",2011,Future Generation Information Technology,"Yong-Jae Jang,Sung-Keun Lee,Si-Yeong Bae","(Dept. of Multimedia Engineering,Sunchon National University,Korea),(Dept. of Computer Science,Sunchon National University,Korea)",
An Energy-Efficient Routing with Particle Swarm Optimization and Aggregate Data for IOT-Enabled Software-Defined Networks,https://link.springer.com/chapter/10.1007/978-981-33-6081-5_10,5,conference,Springer,none,"In the IoT era, the Software-Defined Wireless Sensor Networks play a crucial role. In these networks, many sensors were placed in hostile areas. Since the capabilities of the sensors has its own limits when it comes to computational and energy efficiency, it is hard to replace them once they run out of battery. So, there is an obvious need to develop an energy-efficient and Software-Defined routing system that enables us to handle wireless sensor networks with ease. This paper recommends the integration of Fork and Join Adaptive Particle Swarm Optimization (FJAPSO) along with data aggregation in the existing Software-Defined Wireless Sensor networks. This enhanced FJAPSO uses dual optimization techniques toward the optimal number of control nodes. The simulation results of enhanced FJAPSO produces a significant improvement compared to FJAPSO in optimizing the size of data to be transmitted which in turn increases the lifetime of sensor network.",20 April 2021,Intelligent Systems,"Krishnasamy Lalitha,Chinnasamy Poongodi,Shanmugam Anitha,Duraisamy Vijay Anand","(Department of IT,Kongu Engineering College,Erode,India)",India
Energy Efficient Time Synchronization Protocol for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-642-22709-7_42,1,conference,Springer,none,"In last few years, the Wireless Sensor Network (WSN) have been an important research area because its use has been tremendously increased in different fields such as military, environment, medical, home monitoring and disaster management etc. In such applications, time synchronization is an important problem. To identifying the correct event time, these nodes need to be synchronized with the global time. The energy conservation is one of the important issues in WSNs which helps to prolong the lifetime of the network. In this paper, we present a energy efficient Time Synchronization algorithm in which each layer of the WSN can be synchronized with base station simply by multicasting the synchronization messages The simulation results shows that this algorithm reduce the energy consumption as compare to RBS and TPSN.",2011,Advances in Computing and Communications,"Gopal Chand Gautam,T. P. Sharma","(Department of Computer Science & Engineering,National Institute of Technology,Hamirpur,HP,India)",India
The Dynamic Unequal Clustering Routing Protocol Based on Efficiency Energy in Wireless Sensor Network,https://link.springer.com/chapter/10.1007/978-981-10-0281-6_66,none,conference,Springer,none,"A problem of unbalanced energy consumption exist and it primarily depend role and on location of a particular node in the network. The in order to make use of their potential, researchers must find solution to some difficulties that are slowing down the wide spread use these networks. The other case the problem faced by wireless sensor networks is the energy efficiency that are used during routing occurs, it affects the lifetime of sensor and residual energy of wireless network. Cluster-based routing protocols are not the same in wireless sensor network (UCR), nodes are grouped into clusters that are not the same size or Unequal Cluster Routing Protocol (UCR) has disadvantages in choosing the head of the cluster if the distance from the node away from the base station and the higher energy from other nodes cause trouble hot spots. In this research will offer a solution efficiency energy and balance energy consumption to prolong lifetime of sensor nodes based on Dynamic Unequal Clustering Routing Protocol namely by focusing the cluster will be done with consideration of dynamic routing on the cluster node are unequal cluster. The next step can do re-clustering node to change between nodes as cluster member or cluster head, so they can save energy on the condition of the hot spots on the node closest to the base station. The routing protocol algorithm called The Dynamic Unequal Cluster Routing Protocol Based on Efficiency Energy in Wireless Sensor Network (DUCRBEE). The research methodology used is primary and secondary data collection and simulation methods. And the results will be shown by the simulation comparing DUCR new algorithm that will extend the lifetime of sensor nodes when compared with BCDCP and UCR.
",18 December 2015,Advances in Computer Science and Ubiquitous Computing, Nurhayati,"(Department of Informatics Engineering,Science and Technology Faculty,Syarif Hidayatullah State Islamic University (UIN) Jakarta,Jl. Ir H Juanda N0. 95,Ciputat,Tang Sel,Banten,Indonesia)",Indonesia
