title,link,number_of_citation,article_type,publisher,keyword,abstract,publish_date,publication_title,authors,affiliations,countries
LEACH-S Enhancement to Ensure WSN Stability,https://link.springer.com/chapter/10.1007/978-3-030-98005-4_8,none,conference,Springer,none,"Due to miniaturization of sensor nodes and the ease and low cost of deployment, the use of Wireless Sensor Networks (WSN) has grown rapidly. Several fields are concerned, including environmental monitoring, e-health, precision agriculture, and smart home. These sensor nodes have limited resources, especially energy resource. An efficient management of this resource is necessary for the effectiveness of these networks. Several energy management solutions have been proposed in the literature, including clustering. In this paper, we propose a new approach based on the LEACH-S protocol called Balance Member's Nodes in LEACH-S (BMN-LEACH-S). This approach allows, first to balance the number of member nodes between the different clusters. For this purpose, a fuzzy logic system using as basic metrics the number of nodes in the cluster and the RSSI with the cluster head are used during the construction of the network topology. Second, it allows to allocate a quantum of energy to each Cluster Head (CH) after which the CH gives up its role to another node. This CH selection is done in turn. BMN-LEACH-S reduces instability of WSN due to the frequent change of CHs and increases network lifetime as a result of balancing nodes between clusters.",27 March 2022,Ad Hoc Networks and Tools for IT,"Mahamadi Boulou,Tiguiane Yélémou,Sy Ibrahim Ouattara,Bakary Hermane Magloire Sanou","(University Nazi BONI,Bobo-Dioulasso,Burkina Faso)",Burkina Faso
Q-LEACH Algorithm for Efficiency and Stability in WSN,https://link.springer.com/chapter/10.1007/978-981-16-8763-1_16,none,conference,Springer,none,"A Wireless Sensor Network topology specifies the wireless network access and significantly impacts the network routing algorithms. Topology also affects other essential network features such as durability and the cost of communication between nodes. Current research has established the use of energy by customer’s networks as one of the fundamental research problems in wireless sensor networks. Controlling the network topology has turned out to be an effective solution to the above problem. Topology control protocols, like all other aspects of wireless sensor networks, have to be developed and implemented subject to extreme computational and energy constraints.",31 May 2022,Cognitive Informatics and Soft Computing,Birinderjit Singh Kalyan,"(Electrical Engineering,Chandigarh University,Mohali,India)",India
Low Power Enhanced Leach Protocol to Extend WSN Lifespan,https://link.springer.com/chapter/10.1007/978-981-15-7961-5_51,3,conference,Springer,none,"WSN (Wireless Sensor Network) is characterized as a wireless sensor nodal network where one of the most challenging issues is the routing technique. Some of the critical issues with Wireless Sensor Networks is that the network sensor nodes have insufficient battery power. The battery power plays an important role in improving node lifespan. In Wireless Sensor Network, energy usage is among the most essential considerations for routing between various routing techniques. The best-known protocols are hierarchical routing protocols to reduce energy consumption. For application-specific type an enhanced protocol architecture for a Wireless Sensor Networks (WSN), a Low-Energy Adaptive Clustering Hierarchy (LEACH) was introduced. The proposed En-Leach protocol (Enhanced Leach) is an enhanced energy-efficient routing protocol that saves a large portion of the power of communication within the network. In do so, the proposed network topology chooses CH (Cluster Head) nodes from the higher residual energy of the sensor nodes, Further and a lesser range from the BS (base station). It then properly manages the SN (sensor nodes) and generates clusters to maximize the lifespan of the WSN and reduce the average energy dissipation per each sensor node.",12 October 2020,ICCCE 2020,"Shaik Karimullah,K. Riyazuddin,K. Prathyusha,K. Sonia,D. Vishnuvardhan","(Department of ECE,Annamacharya Institute of Technology and Sciences,Rajampet,India),(Department of ECE,JNTUA Ananthapuramu,Anantapur,India)","India,India"
Two Vice-Cluster Selection Approach to Improve Leach Protocol in WSN,https://link.springer.com/chapter/10.1007/978-3-030-02849-7_10,1,conference,Springer,none,"A Wireless Sensor Network (WSN) consists of a set of sensor nodes which have a limited energy, processing and memory capabilities. The applications of WSN in some hostile environment make the sensor nodes difficult to replace once their battery resources exhaust. The wireless transmission is the most energy consuming operation and designing an energy efficient routing protocol becomes the main goal for the wireless sensor network. LEACH is considered as the most popular routing protocol which has better performance in saving the energy. However, it has some limits. This paper presents a new variant of LEACH protocol called TV-LEACH that aims extending the lifetime of the network. The simulation results show that the network lifetime in the improved protocol is better than that of the LEACH Protocol.",03 November 2018,Ubiquitous Networking,"Kamel Tebessi,Fouzi Semchedine","(Department of Mathematics and Computer Science,Research Unit (RTESMPEFVS),University of Oum El Bouaghi,Oum El Bouaghi,Algeria),(Institute of Optics and Precision Mechanics (IOMP),University of Setif,Sétif,Algeria)","Algeria,Algeria"
Modified RCH-LEACH (MRCH) for Wireless Sensor Networks (WSN),https://link.springer.com/chapter/10.1007/978-981-97-3559-4_26,none,conference,Springer,none,"The prime objective of WSN is to carry out the exchange of information using optimized amount of energy. WSN uses various clustering methods to route the information among the randomly deployed sensor nodes. Here, the primary role of nodes is to sense the surrounding information (data). In different clustering approaches, the Cluster Head (CH) selection will be a critical process in saving the node’s as well as the network energy. The different parameters have been utilized for important roles in the CH selection as energy efficient. Here, we are presenting a modification in the already published algorithm called RCH-LEACH and known as MRCH for producing it as extra energy efficient. For the CH selection, the modified algorithm used the energy of alive nodes as one of the deciding parameters for choosing the percentage of nodes that will provide the optimal number of CH for efficient usage of energy. MRCH enhances the network lifetime against the same as of the RCH-LEACH and other similar algorithms. MRCH performance is equally good in terms of residual energy. MRCH has also been analyzed under the different scenarios of placement of Base Station (BS).",28 July 2024,Proceedings of Ninth International Congress on Information and Communication Technology,"Rajat Kumar Singh,Shekhar Verma,Sweta Dubey,Akhilesh Panchal","(Indian Institute of Information Technology Allahabad,Allahabad,India),(IIIT Bhopal,Bhopal,India)","India,India"
An Efficient Quadrature LEACH Routing Protocol with Enhanced FODPSO Optimization in WSN,https://link.springer.com/chapter/10.1007/978-981-97-5786-2_9,none,conference,Springer,none,"In recent years, heterogeneous wireless networks have been established to maximize data rates through the use of several protocols and application optimization algorithms for effective data gathering and routing. To improve wireless network power consumption, researchers developed the low power adaptive agglomeration hierarchy (LEACH) protocol, which enables effective data collecting via efficient routing. For heterogeneous networks, we suggest the Quadrature-LEACH (Q-LEACH) protocol in order to increase throughput and routing effectiveness while preserving the best possible network lifespan characteristics. For real-time applications, heterogeneous networks like Wi-Max, Wi-Fi, and LTE are strong, dependable, and efficient, enabling packets to be transferred across the network with little latency. To enhance data sharing and efficient routing efficiency in heterogeneous networks, we adopt the enhanced fractional Darwinian particle swarm optimization (EFOFDPSO) optimization technique. The radio connection quality stability and radio routing pathways’ bandwidth utilization form the basis of the optimization algorithm. Experiments demonstrate that effective network routing may reduce data transfer time while preserving low latency and good connection quality.",17 October 2024,Artificial Intelligence in Internet of Things (IoT): Key Digital Trends,"Chandrasekar Venkatachalam,J. Martin Sahayaraj,N. C. Sendhil Kumar,P. Mukunthan,Jenifer Mahilraj,A. Manikandan","(CSE,Jain (Deemed to be University),Bangalore,Karnataka,India),(Department of ECE,Sri Indu College of Engineering and Technology,Hyderabad,T.S.,501510,India),(CSE,NPR College of Engineering and Technology,Natham,India),(Department of ECE,SRM Institute of Science and Technology (Deemed to be University),Kattankulathur,Chennai,603203,India)","India,India,India,India"
EPO Based Clustering and Secure Trust-Based Enhanced LEACH Routing in WSN,https://link.springer.com/chapter/10.1007/978-981-16-6605-6_3,4,conference,Springer,none,"Background: In wireless sensor network (WSN), one of the best method is data aggregation for energy conservation. In numerous WSN applications, privacy preserving has become a very important issues with the development of WSNs. Purpose: Sensors are vulnerable for security threats due to the open deployment. Moreover, most of the routing algorithms does not consider security. Various methods like trust management, key management, firewalls, and intrusion detection for providing security were considered in the existing work. Between them, enhanced security is given by the trust management. Thus, in this paper, we used the secure trust-based enhanced LEACH routing (STELR) protocol to resolve security concerns. Methods: Here, cluster head is selected by using emperor penguin optimization (EPO) algorithm for data aggregation, and STELR is used to enable the security for routing. We can enable secure communication by checking the trustworthiness of a node. Results: The work is implemented in MATLAB platform, and the results are measured in terms of packet delivery ratio (PDR), throughput, end-to-end (E2E) delay, detection accuracy, energy dissipated, and trust probability (TP). Conclusions: Finally, the security concerns are resolved, which shows proposed approach that gives better performance when compared to existing techniques like LEACH and SDILR protocols.",17 January 2022,Sustainable Communication Networks and Application,"L. Rajesh,H. S. Mohan","(Department of Information Science and Engineering,SJB Institute of Technology,Bengaluru,560060,India)",India
The Performance of Data Combining Techniques for Cooperative Leach Protocol in WSN Under Fading,https://link.springer.com/chapter/10.1007/978-981-15-0829-5_15,none,conference,Springer,none,"In this paper, a cluster-based wireless sensor network (WSN) is studied. The existing Low Energy Adaptive Clustering Hierarchy (LEACH) and Cooperative LEACH protocols are performed while considering channel fading and further incorporating receiver diversity techniques in the system model. The performance is investigated in terms of bit error rate (BER) and it was observed that BER reduces as the cooperation among cluster heads increases due to the introduction of gain.
",17 December 2019,"Proceedings of the 2nd International Conference on Communication, Devices and Computing","Anirbaan Das,Shruthi Narayan,Pratibha Balaji,Abhijit Bhowmick","(School of Electronics Engineering,Vellore Institute of Technology,Vellore,India)",India
Lifetime Enhancement of a Node Using I—Leach Protocol in WSN,https://link.springer.com/chapter/10.1007/978-981-10-7868-2_11,17,conference,Springer,none,"The developments in the place of wireless networks and their integration in unique sectors effectively caused the emergence of a new own family of networks known as wireless sensor networks. The various demanding situations the maximum studied in WSN are the energy intake and the life of the nodes. An excellent node placement deploying is one of the issues which may be exploited to reap the maximum most effective layout for saving the strength. This paper proposes improved leach (I—leach) protocol which increases network lifetime, and it will improve the quality of QoS. The experimental results show that the proposed technique is giving better results in terms of energy consumption than existing techniques.
",20 March 2018,Artificial Intelligence and Evolutionary Computations in Engineering Systems,"D. Venkatesh,A. Subramanyam","(Department of Computer Science and Engineering,Rayalaseema University,518 007,Kurnool,Andhra Pradesh,India),(Department of CSE,Annamacharya Institute of Technology and Sciences,Rajampet,Kadapa,Andhra Pradesh,India)","India,India"
"A Comparative Analysis of LEACH, TEEN, SEP and DEEC in Hierarchical Clustering Algorithm for WSN Sensors",https://link.springer.com/chapter/10.1007/978-3-030-28364-3_39,2,conference,Springer,none,"Remote sensor system (RSS) is a framework formed with an extensive number of minimal effort micro-sensors. Number of messages can be sent to the base station (BS) by using this system. RSS includes ease hubs with affected battery power, additionally the battery swap isn’t easy for WSN with thousands of physically inserted hubs, which suggests vitality productive steering convention to supply a long-labor of affection time. To accomplish the point, we require not just minimizing absolute vitality utilization additionally to adjust WSN load. Scientists have proposed numerous conventions, for example, LEACH, TEEN, SEP, DEEC. The elective Cluster Heads (CHs) communicate the base Station (BS) through beta elective nodes, by exploitation multi-hopping. We tend to logically divide the network into two elements, on the idea of the residual energy of nodes. The normal nodes with high initial and residual energy are going to be extremely probable to be CHs than the nodes with minor energy. The algorithms applied in a situation where initial energies of nodes are different from each other are called as mixed clustering schemes. It is difficult to implement an energy aware mixed clustering algorithm due to the complex energy design of the network.",13 August 2019,Intelligent Communication Technologies and Virtual Mobile Networks,"Anitha Amaithi Rajan,Aravind Swaminathan, Brundha,Beslin Pajila","(Department of Computer Science Engineering,Francis Xavier Engineering College,Tirunelveli,Tamil Nadu,India)",India
Energy-Efficient Multihop Cluster Routing Protocol for WSN,https://link.springer.com/chapter/10.1007/978-981-16-4538-9_8,1,conference,Springer,none,"Wireless sensor network (WSN) is a group of distributed self-directed and small nodes which called sensors can communicate each other and the base station. These nodes are having limited battery, memory and limited processing power, that’s why they are not applicable for very large network. Energy consumption and balancing in WSN are most important which require an efficient mechanism, and to manage the energy researcher has proposed a variety of routing protocols. Low-energy adaptive clustering hierarchy (LEACH) protocol is one of the efficient algorithms that optimizes energy, equally distributes network load and increases the lifetime of the network. Still there are some limitations in LEACH which need to be solved. LEACH is not appropriate for large area network because of its CH selection process. In this research paper, an improvement in CH selection method has been proposed to improve the network lifetime and to save the residual energy.",04 January 2022,Proceedings of Third International Conference on Sustainable Computing,"Monika Rajput,Sanjay Kumar Sharma,Pallavi Khatri","(Banasthali Vidyapith,Banasthali,Rajasthan,India),(ITM University,Gwalior,Madhya Pradesh,India)","India,India"
"Analysis of Energy Efficient, LEACH-Based Cooperative Wireless Sensor Network",https://link.springer.com/chapter/10.1007/978-81-322-2517-1_35,7,conference,Springer,none,"Energy efficient transmission is the foundation for energy efficient communication. Similarly, for (Wireless Sensor Network) WSN energy efficiency is of prime importance because of its constrained size that results in constrained battery. The transmission medium being wireless, fading plays a major role on the performance of WSN. It detoriates the overall performance which leads to indirect consumption of battery of a sensor node. Cooperative communication combats fading and saves energy of a network. In this paper application of cooperative communication has been implemented and analyzed. Experimental results show that when cooperation is there the total energy consumed by the WSN is much less than the energy consumed by the WSN without cooperation. Cooperation makes WSN more energy efficient. It is a known fact that wireless transmission is energy consuming operation. LEACH is considered as most popular routing protocol which has better performance in saving the energy consumption. It is implemented in cooperative WSN and experimental results show that LEACH makes cooperative WSN more energy efficient.",01 January 2015,Proceedings of the Second International Conference on Computer and Communication Technologies,"V. Murali,Sindhu Hak Gupta","(Amity University,Noida,Sec-125,201301,U.P,India)",India
Performance Analysis and Assessment of Various Energy Efficient Clustering-Based Protocols in WSN,https://link.springer.com/chapter/10.1007/978-981-19-0898-9_11,none,conference,Springer,none,"Currently, the world is witnessing a rapid development in the area of wireless sensor networks. It holds a potential to transform many features of our economy and life, starting from bio diversity mapping to industry automation, transportation, healthcare monitoring. These networks primarily aim to develop protocols to utilize the sensor node energy efficiently and thereby maximize the lifetime of the network. In this research paper, we compare the energy efficient clustering-based protocols used in wireless sensor networks. The work involves implementation of homogeneous protocols, namely low-energy adaptive clustering hierarchy (LEACH), energy aware multi-hop multi-path hierarchical (EAMMH). Next, the heterogeneous protocols such as enhanced distributed energy efficient clustering (EDEEC) and stable election protocol (SEP) are executed. The analysis is carried out in terms of number of nodes and probability of election for cluster head (CH). The observations and results obtained for these protocols are presented.",22 May 2022,"Computer Networks, Big Data and IoT","Trupti Shripad Tagare,Rajashree Narendra","(Dayananda Sagar College of Engineering,Bengaluru,India),(Dayananda Sagar University,Bengaluru,India)","India,India"
Energy Aware SEP Based on Dual Cluster Heads and Dual Sink Approach in WSN,https://link.springer.com/chapter/10.1007/978-981-15-1718-1_24,none,conference,Springer,none,"Stable Election Protocol based on LEACH focused on prolonging the stable region - the period before the death of the first node - of the network by taking into consideration a certain level of heterogeneity. We propose an energy aware, dual cluster head approach which improves on SEP in prolonging the stable region. The approach considers the current energy levels of nodes in the election of cluster heads and each cluster has two cluster heads instead of one each doing a different job. We also study the effect of introducing dual sink nodes into the network. Comparing the performance of the proposed approach with that of traditional protocols like LEACH, SEP, I-LEACH, etc., we found that our approach improves on SEP and other approaches by prolonging the stable region of the network.",24 November 2019,Next Generation Computing Technologies on Computational Intelligence,"Sanjay Kumar,Narendra Harariya,Arka Bhowmik","(Department of Computer Science and Engineering,Delhi Technological University,Delhi,India)",India
Energy-Efficient Clustering in WSN Using Weighted Centroid,https://link.springer.com/chapter/10.1007/978-981-16-1249-7_49,2,conference,Springer,none,"In this proposed protocol, we quantitatively show the energy savings obtained in a heterogeneous WSN, by considering weighted centroid protocol. Since there is a constraint of efficient utilization of energy on the sensor nodes in hierarchal networks, efficient cluster head selection has become a crucial factor. The proposed protocol considered heterogonous network with all nodes having dissimilar energy levels. We derived the position of the cluster head by considering weights and proved that weights of sum of squares distances from the cluster head to the sensor nodes are the global minimum point. The proposed algorithm is validated by quantification and simulation in OMNET++ simulator by comparing with existing protocols such as NR-LEACH, LEACH-E and I-LEACH by using various performance metrics such as first node death, last node death and number of rounds",24 July 2021,Soft Computing and Signal Processing,"Aishwarya Jain,Mohammed Nazeer,Garimella RamaMurthy","(IIIT Gachibowli,Hyderabad,India),(Department of Computer Science and Engineering,Muffakham Jah College of Engineering and Technology,Banjara Hills,Hyderabad,India),(Department of Computer Science and Engineering,Mahindra Ecole Centrale,Bahadurpally,Hyderabad,India)","India,India,India"
A Low Energy Multi-hop Routing Protocol Based on Programming Tree for Large-Scale WSN,https://link.springer.com/chapter/10.1007/978-3-319-77383-4_93,none,conference,Springer,none,"In large-scale conditions, due to the number of nodes and the spread of space range are larger, the energy consumption of sensor nodes in the network is more serious, which proposes the higher energy requirements on WSN routing protocols. In this paper, the energy saving scheme of WSN routing protocols is analyzed and classified, and we find that the traditional routing protocols have a lot of room for improvement. In these protocols, cluster head selection usually adopts a random selection method by considering the cluster head rotation, but the cluster head can’t keep a reasonable distribution. At the same time, the lack of reasonable planning of the communication path between cluster heads causes a large communication overhead. For this, we put forward a low energy adaptive clustering multi-hop routing protocol based on programming tree (LEACH-PT). The routing protocol takes consideration in the structure within the cluster, the remaining energy of nodes and so on. Based on these factors, the protocol makes the selection of cluster head optimal. Through the method of programming tree, the protocol builds the routing path of the cluster head. Analysis and simulation results show that our protocol provides better balance in energy consumption among nodes and can prolong network lifetime significantly.
",10 May 2018,Advances in Multimedia Information Processing – PCM 2017,"Feng Xu,Yating Hou,Guozhong Qian,Yunyu Yao,Feng Xu,Yating Hou,Yunyu Yao","(Nanjing University of Aeronautics and Astronautics,Nanjing,China),(Collaborative Innovation Center of Novel Software Technology and Industrialization,Nanjing,China)","China,China"
