title,link,number_of_citation,article_type,publisher,keyword,abstract,publish_date,publication_title,authors,affiliations,countries
A Distributed Load Balancing Clustering Algorithm for Wireless Sensor Networks,https://link.springer.com/article/10.1007/s11277-021-08617-7,3,article,Springer,"Wireless sensor networks,Clustering,Cluster heads selection,Load balancing","In wireless sensor networks, energy consumption is one of the main constraints that limit the effects of their applicabilities. Clustering provides a practical solution to improve energy efficiency. However, the loads of each cluster head are not balance. Thus, the energy cannot be consumed evenly in each cluster head. To overcome this problem, we propose a distributed load balancing clustering algorithm (DLBCA). Without relying on central nodes, the sensor nodes can separately determine their roles (cluster heads or cluster members) and the clustering structure. The determination of cluster heads is based on the residual energy of sensor nodes and the distance to other nodes. DLBCA defines three matrixes (DD, Flag and FlagDis), which are related to the clustering. Through the matrixes, DLBCA can assign balanced and appropriate member nodes for the CHs. Our experimental results show that the DLBCA has better load balancing, longer life cycle and higher energy efficiency compared with existing algorithms.",01 July 2021,Wireless Personal Communications,"Tianshu Wang,Kongfa Hu,Gongxuan Zhang,Xichen Yang","(School of Artificial Intelligence and Information Technology,Nanjing University of Chinese Medicine,Nanjing,China),(School of Computer and Electronic Information/School of Artificial Intelligence,Nanjing Normal University,Nanjing,China)","China,China"
A Grey Wolf Optimization Approach for Improving the Performance of Wireless Sensor Networks,https://link.springer.com/article/10.1007/s11277-019-06223-2,35,article,Springer,"Connected dominating set,Dominator,Dominatee,WSN,Cluster head,Network stability,Energy dissipation","Optimizing the energy consumption of sensor nodes have been a big design issue in wireless sensor networks (WSNs). Energy efficient WSN usually compromise with network stability which is a crucial factor in ensuring full, lasting and reliable coverage of the network. Connected dominating set (CDS) based virtual backbone and traditional cluster based approach are two most commonly used data delivery protocols in a WSN. The paper proposes a distance based stable connected dominating set methodology using a meta-heuristic algorithm grey wolf optimization (DBSCDS-GWO) for achieving a stable, balanced and energy efficient CDS based WSN. We also propose a distance based stable clustering algorithm using GWO (DBSC-GWO) for improving the performance of cluster based WSN. DBSCDS-GWO performs better than RMCDS-GA and SAECDS-GA by 70.5% and 67.7% respectively and DBSC-GWO performs better than LEACH and DRESEP by 74.7% and 50.6% respectively in terms of both network stability and energy efficiency. Performance of the proposed algorithm is validated using Matlab simulation and Netsim Emulator.",11 March 2019,Wireless Personal Communications,"Ajay Kaushik,Daya Gupta,S. Indu","(Department of Computer Science and Engineering,Delhi Technological University,Delhi,India),(Department of Electronics and Communication Engineering,Delhi Technological University,Delhi,India)","India,India"
An Optimized Fuzzy Clustering Algorithm for Wireless Sensor Networks,https://link.springer.com/article/10.1007/s11277-022-09839-z,9,article,Springer,"Wireless sensor networks,Clustering algorithms,Fuzzy logic,Linear programming,Particle swarm optimization","Clustering is a promising solution to enhance lifetime of wireless sensor networks. Fuzzy logic is being used to address uncertainties in cluster head selection. In a multi-hop routing, cluster heads are overburdened with inter-cluster traffic in addition to intra-cluster traffic. In this paper, we propose an optimized fuzzy clustering algorithm for cluster head selection and a routing protocol to forward data to base station. In optimized fuzzy clustering algorithm, cluster heads are selected based on residual energy, distance from base station, and concentration of nodes using type-1 fuzzy logic. In order to route data to base station an energy efficient routing path is determined utilizing other cluster heads by particle swarm optimization. The fitness function of particle swarm optimization is defined so as to prolong the network lifetime keeping in mind wide application of WSN. Simulation results reveal that proposed algorithm attains longer lifetime and is able to forward more messages to sink.",27 June 2022,Wireless Personal Communications,"Arindam Giri,Subrata Dutta,Sarmistha Neogy","(Department of Computer Science and Engineering,Haldia Institute of Technology,Haldia,India),(Department of Computer Science and Engineering,National Institute of Technology,Jamshedpur,India),(Department of Computer Science and Engineering,Jadavpur University,Kolkata,India)","India,India,India"
MSoC: Multi-scale Optimized Clustering for Energy Preservation in Wireless Sensor Network,https://link.springer.com/article/10.1007/s11277-019-06146-y,10,article,Springer,"Clustering,Energy efficiency,Network lifetime,Optimization,Wireless sensor network (WSN)","Energy efficient clustering has always been the center of attention among the research community pertaining to wireless sensor network (WSN). Till last decade, there have been significant studies towards clustering technique as well as energy efficiency, but no robust solution has yet been evolved. Therefore, this manuscript introduces a unique optimization scheme for the purpose of enhancing the clustering techniques. The technique is called as MSoC or multi-scale optimized clustering, where a novel clustering technique is shown with an aid of single and multi-level clustering approximation method. The technique also introduces a concept of RF Transceiver that can solve the energy problems in data aggregation for large scale WSN. The result acquired from the study exhibits to better performance with respect to energy conservation on higher number of simulation rounds till date in comparison to existing techniques.",12 February 2019,Wireless Personal Communications,"A. P. Jyothi,A. P. Jyothi,S. Usha","(Department of Electronics and Communication Engineering,RRCE Research Centre,Bengaluru,Karnataka,India),(VTU,Belagavi,Karnataka,India),(Department of Computer Science and Engineering,RRCE,Bengaluru,Karnataka,India)","India,India,India"
"Review on energy conservation and congestion mechanism in mobile WSN: taxonomy, software programs, challenges, and future trends",https://link.springer.com/article/10.1007/s11276-023-03340-6,2,article,Springer,"Mobile Wireless Sensor Network,Energy conservation,Congestion,Clustering,Routing,Mobile sink","The Mobile Wireless Sensor Network (MWSN) is a new technology that has a variety of applications, such as traffic monitoring, wildlife monitoring, military surveillance, and so on. It enables sensor nodes to move freely and communicate with one another without the need for a fixed infrastructure. Energy conservation is one of the major concerns in mobile WSN because of the high packet delivery ratio, high computing power, short battery life, low throughput, high packet dropping ratio, high routing packet overhead, and high energy consumption. Congestion is also a serious issue for communication networks. It faces difficulties due to node buffer overflow, packet collision, transmission channel contention, a transmission channel with dynamic time variation, and transmission rate. Therefore, this review analyzes energy conservation and congestion control techniques in mobile WSN based on various categories. Initially, the energy conservation-based techniques are classified based on their network structure, clustering, and routing techniques, whereas the congestion control techniques are classified as queue-based, supervised learning-based, resource-based, and priority-based techniques. The nature of these techniques and their advantages and disadvantages are discussed. Furthermore, the software tools and evaluation metrics used in the existing techniques are also identified. Finally, the open challenges that need to be considered in future work are discussed.",24 April 2023,Wireless Networks,"Jeen Shene S,Sam Emmanuel W R,Vimal Kumar Stephen K","(Department of Computer Science & Research Centre,Nesamony Memorial Christian College,Affiliated to Manonmaniam Sundaranar University,Marthandam,Tirunelveli,Tamil Nadu,India),(Department of Information Technology,University of Technology and Applied Sciences Ibra,Postal Code: 400,Post Box: 327,Ibra,Sultanate of Oman)","India,Oman"
A Metaheuristic Algorithm Based Clustering Protocol for Energy Harvesting in IoT-Enabled WSN,https://link.springer.com/article/10.1007/s11277-024-11270-5,1,article,Springer,"BAT algorithm,Energy harvesting,IoT,Cluster head,Intra-cluster","With the development of micro-electro-mechanical-system, energy harvesting (EH)-enabled sensor nodes may be used in many applications. WSNs without EH-enabled nodes still have limited applicability due to limited battery resources. The introduction of EH-enabled sensor nodes in the network increases costs and reduces performance due to environmental factors. We propose the clustering-based BAT algorithm for energy harvesting (CBA-EH) in IoT-enable wireless sensor networks to maximize the network performance. The Bat Optimization Algorithm is employed to optimize the fitness factors associated with CH selection. These factors include residual energy, intra-cluster distance, inter-cluster distance, and distance between EH-nodes and sink. The utilization of EH-enabled nodes enables us to effectively manage and minimize the network’s operational costs. The simulation results show that the suggested approach significantly improves network stability and operating time compared to current methods. In comparison to the GAOC protocol, simulation findings demonstrate that CBA-EH enhances stability, network lifetime, and throughput by 45%, 42.13%, and 48%, respectively.",17 June 2024,Wireless Personal Communications,"Biswa Mohan Sahoo,Abadhan Saumya Sabyasachi","(Department of Computer Science and Engineering,Vivekananda Institute of Professional Studies-Technical Campus,Delhi,India),(School of Computer Science and Engineering,Galgotias University,Greater Noida,India)","India,India"
Optimization approach for energy minimization and bandwidth estimation of WSN for data centric protocols,https://link.springer.com/article/10.1007/s13198-015-0397-8,8,article,Springer,"Routing protocols,Optimization,Energy,Bandwidth,Wireless sensor network","Wireless sensor nodes are battery powered so there life times are limited. Hence there is need to maximize the overall network life time. The various authors have used different approaches to enhance the network lifetime like by minimization of the energy consumed per packet, bandwidth management, optimizing shortest path, minimizing the cost packet ratio and reduce the energy exhaustion of sensor nodes. In this article, we have used an optimization system for WSNs which is able to applied and optimize the physical distance between two nodes and signal strength between source node (p) to sink node (q) in transmission range. The analysis reported based on ant colony optimization (ACO) meta heuristic method at the network layer routing protocols (data centric) namely directed diffusion protocol, gradient based protocol, energy aware routing protocol and rumor routing protocol. The remaining energy of the nodes has been computed in wireless sensor network area using different parameter. Results show that by using optimization scheme (ACO) give the better performance of directed diffusion protocol as compare to other protocol (gradient based, energy aware routing, and rumor routing) in terms of remaining energy of the node. Link bandwidth has been evaluated considering transmission rate from source node to sink node. The bandwidth of above stated routing protocols has been computed and gradient based protocol is found to be the most efficient among others routing protocol.",17 November 2015,International Journal of System Assurance Engineering and Management,"Rajeev Arya,S. C. Sharma","(Electronics and Communication Discipline,DPT,Indian Institute of Technology,Roorkee,India)",India
Energy Efficient TDMA and Secure Based MAC Protocol for WSN Using AQL Coding and ASGWI Clustering,https://link.springer.com/article/10.1007/s11277-024-11320-y,none,article,Springer,"Clustering,Scheduling,Network security,Energy measure,Reliable routing","This work presents a Secure and Energy Efficient TDMA based MAC Protocol in Wireless Sensor Networks. The presented technique is handled in the following stages. In the initial phase, adaptable step size grey wolf inspired (ASGWI) clustering methodology is presented for producing viable cluster trees by optimal selection of cluster heads. The ASGWI clustering decreases the expense of finding the ideal situation for the head hubs in a cluster. In the second stage, reliable routing is provided by the adaptive quantum logic (AQL) coding to advance the system security in WSN. At last, the energy effective secure information correspondence approach is proposed inside the cluster instead of the base station for TDMA scheduling. Here, the determination models of the objective function are created dependent on the remaining energy, Headcount, intra-cluster distance, and node degree. The presented TDMA scheduling for Cluster-tree topology in WSNs meets the practicality and the energy demands. The exploratory outcomes show the predominance of the introduced approach contrasting and the current strategies regarding network throughput, end-to-end delay, packet delivery ratio, and the remaining energy level of the nodes.",03 July 2024,Wireless Personal Communications,"Ramdas Vankdothu,Xiaochun Cheng,Ramdas Vankdothu,Xiaochun Cheng","(Department of Computer Science,Swansea University,Wales,United Kingdom),(Department of Computer Science and Engineering,Balaji Institute of Technology and Science,Laknepally,Warangal,India)","United Kingdom,India"
Reinforcement-Learning based energy efficient optimized routing protocol for WSN,https://link.springer.com/article/10.1007/s12083-022-01315-6,14,article,Springer,"Wireless sensor network,Crow search algorithm,Reinforcement learning-fuzzy inference system,Clustering methods,Bipartivity index,QoS constraints,Neighborhood overlapping","Wireless Sensor Networks (WSN) is an efficient network for monitoring and recording the physical environment and transfers the monitored data into the central location using widely distributed sensor nodes. One of the main problems in WSN is the issue of developing an energy-efficient routing protocol that achieves less energy consumption and enhances the lifetime of the network. During the past decades, a researcher uses the mobile sink to reduce the energy problem and hotspot problems. In this paper, a dynamic routing protocol named Reinforcement-Learning based energy Efficient Optimized Routing (RLER) is proposed to reduce the energy consumption of the nodes and to protract the lifetime of the network. In the proposed work (RLER), Grid- Tree-based clustering is employed, and the root node(RN) selection is done by using the RLFIS algorithm, which uses the three parameters Bipartivity Index (BI), Neighbourhood Overlapping (NOVER) and Algebraic Connectivity (AC) to select the root node. Then the tree structure is formed by the root node inside the grid based on the energy and transmission range of the nodes, which supports the inter-cluster communication within the grids. Hybrid BAT-Crow (BCSA) Search Algorithm is used to relocate the sink node based on the fitness value of the nodes. The experimental results show that the proposed methodology (RLER) provides better results in energy consumption and improves the lifetime of the network. The proposed RLER simulation is done on the OMNeT +  + platform.",29 March 2022,Peer-to-Peer Networking and Applications,"A. Keerthika,V. Berlin Hency","(Vellore Institute of Technology,CHENNAI,India)",India
RETRACTED ARTICLE: Hierarchical energy-saving routing algorithm using fuzzy logic in wireless sensor networks,https://link.springer.com/article/10.1186/s13635-023-00144-1,1,article,Springer,"Wireless sensor network,Fuzzy logic algorithm,Virtual network technology,Remaining nodes number,Network energy consumption","Currently, sensor energy assembly in wireless sensor networks is limited, and clustering methods are not effective to improve sensor energy consumption rate. Thus, a hierarchical energy-saving routing algorithm based on fuzzy logic was constructed by considering three aspects: residual energy value, centrality, and distance value between nodes and base stations. The remaining sensor nodes selected by fuzzy logic algorithm have a longer time to live and greater residual energy than those selected by low-power adaptive clustering hierarchical protocol algorithm, fuzzy unequal clustering algorithm, and fuzzy logic cluster head election algorithm. For network life cycle, the number of rounds in which the first dead node appears, in descending order, is studied: energy-saving routing algorithm (400 rounds) > new geographic cellular structure algorithm (300 rounds) > virtual grid based dynamic routes adjustment algorithm (100 rounds). Under the same experimental round, energy-saving routing algorithm’s remaining energy curve always reaches its maximum. The energy-saving routing algorithm by fuzzy logic constructed by this research institute can significantly improve network energy utilization, which has certain reference value.",19 October 2023,EURASIP Journal on Information Security,"Dan Wang,Qing Wu,Ming Hu","(State Grid Information & Telecommunication Group Co.,Ltd.,Beijing,102211,China)",China
