title,link,number_of_citation,article_type,publisher,keyword,abstract,publish_date,publication_title,authors,affiliations,countries
Intelligent Routing to Enhance Energy Consumption in Wireless Sensor Network: A Survey,https://link.springer.com/chapter/10.1007/978-981-16-1866-6_21,7,conference,Springer,none,"Nowadays, the network and the Internet applications have gained a substantial importance in the digital world, due to the great impact which it provides for health and community services. Among the most important services that have been provided are smart devices and vital factor measurement devices for patients, whether in a hospital or outside the hospital. Furthermore, sensors collect medical data or measurements of temperature and humidity, in various critical environments. The proper types of network that may be used in such difficult environment are wireless sensor networks that used to sense and process data. Additionally, the wireless sensor networks have been used in the environment of Internet of Things and smart cities in the general services and health fields. All these reasons have made researchers focus on wireless sensor networks and addressing the challenges that face them. The most important challenge facing this type of network is energy consumption and increase battery life. This paper discusses the methodologies used in energy conservation in wireless sensor networks, such as data reduction technology, shortest path selection and artificial intelligence algorithms used in smart routing and energy saving. Besides, we have introduced comparisons between the standard algorithms which are suggested by the researchers, to make a clear picture of the energy consumption problem and propose some effective solutions in wireless sensor networks field.",23 July 2021,Mobile Computing and Sustainable Informatics,"Yasameen Sajid Razooqi,Muntasir Al-Asfoor","(Computer Science Department,College of Computer Science and IT,University of Al-Qadisiyah,Al-Qadisiyah,Iraq)",Iraq
A Survey on Architecture and Protocols for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-15-5421-6_14,none,conference,Springer,none,"Wireless sensor networks (WSN) are employed in many application areas such as environmental monitoring and battlefield strategy planning. Mainly, wireless sensor networks(WSN) are application specific. However, protocol-specific requirements of WSN are same as traditional networks, but the solutions are different. Many existing WSN implementations do not address security requirements, routing algorithms, MAC etc. That is, a drawback of WSN network protocol. WNS sensor nodes are constrained by memory, bandwidth, and power requirements, which makes it difficult to deploy complex algorithms, perform bulky calculations, and store a large data set in any sensor node. In this paper, we will describe the architecture and protocols, generally used to provide a variety of services in WSN. The introduction is started with architecture and principles of wireless sensor networks. The next section describes protocol stack for WSNs. After that, there is a brief survey of various protocols categorize on the based on layers and services.",19 August 2020,Advances in Information Communication Technology and Computing,"Anita Chandel,Vikram Singh Chouhan,Dhawal Vyas","(Information Technology Department,Engineering College,Bikaner,Bikaner,India),(Information Technology Department,Engineering College,Bharatput,Bharatput,India)","India,India"
A Comparison of LEACH-Like Protocols to Improve Power Consumption Efficiency in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-97-4895-2_6,none,conference,Springer,none,"Many clustering-based routing techniques are widely used in wireless sensor networks due to their low power consumption and longer network life. One of the most well-known protocols is LEACH, which assisting in the decrease of sensor energy usage during the data aggregation and transmission phase to the base station. However, the cluster head selection process is regarded as a drawback that reduces the protocol’s efficiency. Recently, researchers have attempted to develop approaches relying on several optimization methods. In this article, we attempt to present the LEACH methodology, highlighting its flaws, then discussing some of the protocol enhancements that has improved the efficiency of the protocol.",08 October 2024,Information System Design: Communication Networks and IoT,"Mohammed Benhadji,Aakila Lagouch,Mohammed Kaddi,Mohammed Omari","(LEESI Laboratory,Material Sciences Department,Ahmed Draïa University Adrar,Adrar,Algeria),(LDDI Laboratory,Mathematics and Computer Science Department,Ahmed Draïa University Adrar,Adrar,Algeria),(Computer Science and Engineering Department,American University of Ras Al Khaimah,Ras Al Khaimah,United Arab Emirates)","United Arab Emirates,Algeria,Algeria"
Quantum Inspired Multiobjective Optimization in Clustered Homogeneous Wireless Sensor Networks for Improving Network Lifetime and Coverage,https://link.springer.com/chapter/10.1007/978-981-33-6393-9_26,none,conference,Springer,none,"The optimization technique in which many objectives are simultaneously optimized is called multiobjective optimization. A wireless sensor network (WSN) consists of many sensors forming a network. These sensor nodes mainly run on battery which deteriorates with time. Our aim is to optimize coverage and lifetime of the network. One of the most effective methods for minimizing energy and increasing lifetime of nodes is clustering. In this paper, we integrate the two objectives of improving network lifetime and increasing coverage. We use quantum bits or qubits in our representation instead of bits. A qubit can be in 0 state, 1 state or a super position of these two states at the same time. This is what makes quantum computing-based algorithms more powerful as we can have more diversity. The proposed algorithm, quantum inspired multiobjective evolutionary algorithm based on decomposition (QMOEAD) is compared with LEACH, SEP, NSGAII and MOEA/D on the basis of coverage and network lifetime. The results show that QMOEAD outperforms the other algorithms mentioned above.",23 April 2021,Trends in Wireless Communication and Information Security,"Pradeep Kanchan,D. Shetty Pushparaj,Baraá A. Attea","(Department of Computer Science and Engineering,NMAMIT,Nitte,Nitte,India),(Department of Mathematical and Computational Sciences,NITK,Surathkal,India),(Department of Computer Science,University of Baghdad,Baghdad,Iraq)","India,India,Iraq"
K-Weighted Cluster Head Selection in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-19-1976-3_4,none,conference,Springer,none,"Wireless Sensor Networks (WSNs) are emerging technologies with a huge range of potential applications. They are different from other wireless technologies due to a set of specific requirements and feature such as node density, power requirements, and computer capabilities. To increase the lifetime of WSN, clustering is one of the most important ways which includes the collection of sensor nodes into groups and the selection of Cluster Heads (CHs) for each clusters. This paper focuses on hierarchical cluster head selection that aims to reduce the number of dead nodes in WSN. To attain this, K-Weighted Cluster Head Selection (K-WCH) algorithm is proposed with a weight factor to reduce the computational overhead. The proposed algorithm prolongs the network lifetime by reducing the computational energy and minimizing the number of dead nodes. From the simulation results, it is inferred that the proposed K-WCH algorithm outperforms K-means and LEACH protocol in terms of energy consumption and dead nodes.",05 October 2022,"Computer Communication, Networking and IoT","T. Siron Anita Susan,B. Nithya,Harshit Agrawal,Duggirala Vijitendra","(Department of CSE,National Institute of Technology,Tiruchirappalli,Tamilnadu,India)",India
Optimizing and Enhancing the Lifetime of a Wireless Sensor Network Using Biogeography Based Optimization,https://link.springer.com/chapter/10.1007/978-981-13-2035-4_23,6,conference,Springer,none,"
Wireless sensor networks (WSNs) contain tiny sensor nodes which are operated battery and have a limited lifetime. Improving the network lifetime of a WSN by optimal battery usage is an area investigated by many researchers in the past. In this work we propose a new nature-inspired technique Biography based optimization for energy efficient clustering (BBO-C) in a WSN. BBO-C takes into account novel parameters like minimization of Cluster Head (CH) energy dissipation and the transmission distance between both sensor nodes to CH and sink to CH which results in better distribution of sensors and a well-balanced clustering system, thus enhancing the network lifetime of a WSN. BBO-C is simulated using Matlab and provide very good results in terms of network lifetime, packets sent to the base station and load distribution. BBO-C outperforms past works like PSO based clustering, GLBCA, GA and LDC by 38.2%, 53.6%, 58.8% and 62.2% respectively.
",30 August 2018,Applications of Computing and Communication Technologies,"Ajay Kaushik,Daya Gupta,S. Indu","(Department of Computer Engineering,Delhi Technological University,Delhi,India),(Department of Electronics and Communication Engineering,Delhi Technological University,Delhi,India)","India,India"
Design of an Energy-Efficient Routing Protocol Using Adaptive PSO Technique in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-13-5802-9_90,2,conference,Springer,none,"Demand of wireless sensor networks has increased dramatically due to their significant use in various real-time industrial, military, and medical field applications. Due to their vast applications, WSNs have become an attractive field of research. These sensor networks are easy to deploy and can efficiently monitor the area and environment, but due to limited resources, such as memory, battery capacity, and computation capacity, it becomes a challenging task. In this work, we focus on the network lifetime enhancement by developing particle swarm optimization (PSO)-based technique. In order to achieve the desired performance, the complete proposed model is divided into various stages where first of all, sensor nodes are deployed randomly. Later, cluster head selection is performed followed by the shortest path identification. In order to minimize the energy consumption, we apply multi-objective PSO scheme. However, fitness function computation suffers from the slow convergence which leads to the premature solution resulting in degraded communication performance. In order to address this issue, we present a new fitness function computation which considers residual energy parameter and formulates a new energy consumption model for each node which helps to optimize the power consumption during data transmission and reception by considering the sleeping phases of sensor nodes. An extensive simulation study is carried out using MATLAB simulation tool, and the performance of the proposed approach is compared with the state-of-the-art techniques. Results and discussion of this approach show that the proposed approach can achieve better performance in terms of QoS, packet delivery rate, and network lifetime enhancement.",24 April 2019,"Emerging Research in Electronics, Computer Science and Technology","R. Nagesh,Sarika Raga,Shakti Mishra","(Centre for PG Studies Muddenahalli,VTU,Muddenahalli,India),(Department of DECS,VTU,CPGS,Bangaluru Region,Muddenahalli,Chikkaballapur,India),(Department of ISE,NMIT,VTU,Bangalore,India)","India,India,India"
Intelligent Routing Protocol for Energy Efficient Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-19-1677-9_35,2,conference,Springer,none,"Wireless Sensor Networks is the Key research area from past few decades, lifetime, Energy consumption, Energy Efficiency, Throughput are the parameters to decide the network quality. Deployment is also one of the key aspects to decide lifetime time of a WSN. Deployment in Uniform terrain structures is not a limitation when it is compared with Non Uniform terrain structures. In this paper An Intelligent Routing protocol is proposed to maintain sensor nodes into sleep state until their turn comes. This Routing algorithm makes sensor nodes into sleep states in an intelligent manner without affecting the throughput and QOS. Along with this technique, energy hole removing mechanism is also incorporated to remove Energy Hole Drainage Problem.",14 April 2022,Innovations in Electrical and Electronic Engineering,"Nandoori Srikanth,Naga Jyothi,Battula Ashok,Battula Chandini,Mohan Kumar Chandole","(Department of Electronics and Communication Engineering,St. Peters Engineering College,Hyderabad,Telangana,India),(Department of Electronics and Communication Engineering,Balaji Institute of Technology and Science,Laknepally,India),(Department of Computer Science Engineering,Balaji Institute of Technology and Science,Laknepally,India),(Department of Computer Science Engineering,Koneru Lakshmiah Educational Foundation,Vaddeswaram,India)","India,India,India,India"
Design of the Energy and Distance Based Clustering Protocol in Wireless Sensor Network,https://link.springer.com/chapter/10.1007/978-3-642-11618-6_2,1,conference,Springer,none,"For the typical clustering protocol LEACH, cluster head is selected randomly and the clustering distribution is unreasonable which both make the network energy conservation unsatisfactory. A routing protocol named EDBCP (Energy and Distance Based Clustering Protocol in Wireless Sensor Network) was proposed in this paper. It chooses and distributes the cluster heads more reasonability by considering the remaining energy, the distance between note and the base station borrowing ideas of roulette wheel selection of Genetic Algorithm and setting a distance threshold between cluster heads. Compared with LEACH, ECBCP has the greater capability on saving energy and prolong the network’s lifetime.",2010,"High Performance Networking, Computing, Communication Systems, and Mathematical Foundations","Qingzhang Chen,Dina Fang,Zhengli Wang","(College of Computer,Zhejiang University of Technology,Hangzhou,China)",China
An Energy-Efficient Clustering Algorithm for Large-Scale Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-540-72360-8_37,2,conference,Springer,none,"Clustering allows hierarchical structures to be built on the nodes and enables more efficient use of scarce resources, such as frequency spectrum, bandwidth, and energy in wireless sensor networks (WSNs). This paper proposes an energy efficient clustering algorithm for self-organizing and self-managing high-density large-scale WSNs, called SNOW cluster. It introduces region node selection as well as cluster head election based on the residual battery capacity of nodes to reduce the costs of managing sensor nodes and of the communication among them. Each sensor node autonomously selects cluster heads based on a probability that depends on its residual energy level. The role of cluster heads or region nodes is rotated among nodes to achieve load balancing and extend the lifetime of every individual sensor node. To do this, SNOW cluster clusters periodically to select cluster heads that are richer in residual energy level, compared to the other nodes, according to clustering policies from administrators. To prove the performance improvement of SNOW cluster, the ns-2 simulator was used. The results show that it can reduce the energy and bandwidth consumption for clustering and managing WSNs.",2007,Advances in Grid and Pervasive Computing,"Si-Ho Cha,Minho Jo","(Dept. of Information and Communication Engineering,Sejong University, ),(School of Information and Communication,SungKyunKwan University, )",
An Energy-efficient Routing Protocol Based on Two-Layer Clustering in WSNs,https://link.springer.com/chapter/10.1007/978-3-031-25158-0_15,none,conference,Springer,none,"The design of energy-efficient routing protocol for large-scale wireless sensor network (WSN) has become a challenge nowadays. In order to balance the energy consumption of nodes and prolong network lifetime, this paper proposes an energy-efficient routing protocol DKBDCERP based on two-layer clustering. It uses an improved DPC-MND clustering algorithm to cluster nodes at first layer. Then, in each cluster, first-level cluster heads (CHs) are elected according to residual energy of the node and distance to base station (BS). After that, using all the first-level CHs as second layer, K-Means algorithm is used to cluster, and the second-level CHs are elected according to remaining energy of the node and distance between the node and center of mass and BS. Finally, path weight of the second-level CHs is designed according to energy, distance, deflection angle and other factors. On the basis of Dijkstra algorithm, the theory of immune algorithm is introduced to obtain the optimal inter-cluster multi-hop routing. The simulation result shows that DKBDCERP has excellent performance in balancing node energy consumption and prolonging network lifetime.",10 February 2023,Web and Big Data,"Feng Xu,Qian Ni,PanFei Liu,Feng Xu","(College of Computer Science and Technology/College of Artificial Intelligence Nanjing University of Aeronautics and Astronautics,Nanjing,China),(Collaborative Innovation Center of Novel Software Technology and Industrialization,Nanjing,China)","China,China"
Energy Efficient Dynamic Routing Protocol for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-642-27299-8_5,none,conference,Springer,none,"One of the most significant challenges for Wireless Sensor Networks (WSN) is long-lived sensor nodes and minimization in overall power consumption, As the nodes spend substantial energy in sending and receiving data, a robust and power-aware routing protocol can maximize the network lifetime. In this paper, a cluster based dynamic and energy efficient routing scheme with optimal transmission range (DEOR) for wireless sensor networks is proposed in order to maximize the network lifetime. In this protocol, nodes are classified in different ranks depending on the nature of their power consumption in terms of both direct communication to the Base Station and optimal transmission range. Each node maintains a routing table to choose the next hop node to relay the data and after successful transmission it updates that routing table. Computer simulation of this dynamic routing protocol has been done and a better outcome has been observed compared to one of the multihop routing strategies.",2012,Advances in Computer Science and Information Technology. Networks and Communications,"Md Golam Murshed,Alastair R. Allen","(Department of Engineering,University of Aberdeen,King’s College,Fraser Noble Building,Aberdeen,United Kingdom,AB24 3UE)",
EEECT-IOT-HWSN: The Energy Efficient-Based Enhanced Clustering Technique Using IOT-Based Heterogeneous Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-99-9562-2_31,none,conference,Springer,none,"IoT refers to the interconnection of electronic devices, machines, and physical objects in our environment. Heterogeneous wireless sensor networks (HWSNs) are among the promising wireless technologies that play an important role in monitoring remote areas. The clustering algorithm reduces energy consumption by using a key technique. It increases the network's scalability and lifetime. Wireless sensor networks with heterogeneous characteristics should be designed with energy-efficient clustering protocols. In this paper, design a novel EEECT-IOT-HWSN technique for the three-tier heterogeneous networks. The EEECT-IOT-HWSN technique has used the modified threshold formula for the cluster head selection based on the combination of the energy and distance of the SNs. The performance of the proposed model shows the higher residual energy, less dead SNs, and higher network lifetime when compared with the ADV-LEACH1 (HETRO), and ADV-LEACH1 (HOMO) technique.",22 March 2024,Micro-Electronics and Telecommunication Engineering,"Mustafa Dh. Hassib,Mohammed Joudah Zaiter,Wasan Hashim Al Masoody","(Department of Communications Engineering,University of Technology,Baghdad,Iraq),(Electrical Engineering Technical College Middle Technical University,Baghdad,Iraq),(Electrical Engineering Department,College of Engineering,Babylon,Iraq)","Iraq,Iraq,Iraq"
EEDCHS-PSO: Energy-Efficient Dynamic Cluster Head Selection with Differential Evolution and Particle Swarm Optimization for Wireless Sensor Networks (WSNS),https://link.springer.com/chapter/10.1007/978-981-15-5788-0_67,3,conference,Springer,none,"The communication subsystem in WSNs is primarily responsible for energy consumption which becomes a consistent in the networks owing to the usage of non-rechargeable battery having a limited power supply. The technology of communicating through wireless mode is recommended in number of sensing applications as it is convenient to use affordable and reliable. Modern sensors are designed with compatibility to sense the factors of the environment and transfer them in wireless mode. The center which collects the information favor confined data that are being clustered from a set of sensors than gathering the data from individual sensors. In general, wireless sensor network (WSN) uses grouping algorithm for domestic and use in abroad for dynamic cluster head selection is considered to be a significant task. To resolve the issue of cluster head selection with greater coverage and balanced energy consumption during the formation of cluster, it is taken as an important aspect. In this formulated work, an efficient clustering algorithm is proposed for monitoring the environment called energy-efficient dynamic cluster head selection with particle swarm optimization (EEDCHS-PSO). The selection process of cluster heads (CHs) is carried depending on the calculation of ordinary transmission distance and lingering energy. It can be seen that the sensor nodes known as cluster head (CH) that performs the task to route the data from the cluster to the cluster head of other clusters or base stations. Proposed EEDCHS-DEBO shows better performance in energy competence, load balancing, and range of scale with low control overhead.",09 September 2020,Evolution in Computational Intelligence,"T. Guhan,N. Revathy,B. Sathyabama,K. Anuradha","(Sri Ramakrishna Engineering College,Coimbatore,India),(Hindusthan College of Arts and Science,Coimbatore,India),(Karpagam College of Engineering,Coimbatore,India)","India,India,India"
A Hybrid Clustering Metric-Based Algorithm for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-319-33622-0_17,none,conference,Springer,none,"In wireless sensor network (WSN), clustering of nodes is an effective way to organize the network structure. The cluster head (CH) is responsible for the creation of the network dominating set, the maintenance of the network topology structure and the data collection. Each cluster head is responsible for managing all nodes belonging to its subset. In this paper, we propose a new distributed clustering algorithm called HCMA based on a previous algorithm. The HCMA algorithm calculates the link state between nodes, node congestion state and energy consumption of nodes as the mixed measure in order to elect the cluster head. This solution is primarily intended to provide better performance, such as the maximum survival time, and reduce the packet loss rate. The simulation results show that HCMA can reduce the packet loss quantity and improve the network lifetime compared with other similar methods.",21 April 2016,Software Engineering Perspectives and Application in Intelligent Systems,"Bo Dong,Xue Wang","(Computing Center of Liaoning University,Shenyang,Liaoning,China),(Information Technology Center of Liaoning University,Shenyang,Liaoning,China)","China,China"
Assessment of Wireless Sensor Networks Integrated with Various Cluster-Based Routing Protocols,https://link.springer.com/chapter/10.1007/978-981-97-0700-3_49,none,conference,Springer,none,"Clustering is an efficient approach for boosting network durability, energy efficiency, and sensor node connectivity in a wireless sensor network (WSN). The WSN routing protocol has been thoroughly investigated. Based on the network organization, the wireless sensor network has been classified into three types: flat routing, location-based routing, and hierarchical cluster-based routing. Cluster-based routing, because of certain advantages is more efficient in routing technology. This research paper presents the outcome of a large scale survey that was done on cluster-based routing algorithms in WSN. Finally, the authors discuss the highlights and challenges of clustered routing techniques.",30 April 2024,Mobile Radio Communications and 5G Networks,"P. William,Narender Chinthamu,M. Chiranjivi,T. R. Vijaya Lakshmi,Rakesh Kumar,Nikhil Kumar Marriwala","(Department of Information Technology,Sanjivani College of Engineering,Savitribai Phule Pune University,Pune,India),(Enterprise Architect,MIT (Massachusetts Institute of Technology),CTO Candidate,Dallas,TX,USA),(Department of EEE,Hyderabad Institute of Technology and Management,Hyderabad,Telangana,501401,India),(Mahatma Gandhi Institute of Technology,Gandipet,Hyderabad,500075,India),(Department of Computer Engineering and Applications,GLA University,Mathura,India),(Department of Electronics and Communication Engineering,University Institute of Engineering and Technology,Kurukshetra University,Kurukshetra,Haryana,India)","India,India,India,India,India"
